temperature,time_s,soc
-10C,931.0,0.2524211084049908
-10C,931.5,0.2524520650716575
-10C,932.0,0.2524830217383242
-10C,932.5,0.2525139784049909
-10C,933.0,0.2525449350716576
-10C,933.5,0.2525758917383243
-10C,934.0,0.25260675636795393
-10C,934.5,0.2526376209975836
-10C,935.0,0.2526684856272132
-10C,935.5,0.25269935025684287
-10C,936.0,0.2527302148864725
-10C,936.5,0.25276107951610216
-10C,937.0,0.2527919441457318
-10C,937.5,0.25282280877536145
-10C,938.0,0.25285369896054666
-10C,938.5,0.25288458914573186
-10C,939.0,0.25291547933091707
-10C,939.5,0.2529463695161023
-10C,940.0,0.2529772597012875
-10C,940.5,0.2530081498864727
-10C,941.0,0.2530390400716579
-10C,941.5,0.2530699302568431
-10C,942.0,0.2531008204420283
-10C,942.5,0.2531317106272135
-10C,943.0,0.2531626008123987
-10C,943.5,0.2531934909975839
-10C,944.0,0.25322429859017653
-10C,944.5,0.25325510618276914
-10C,945.0,0.25328591377536175
-10C,945.5,0.25331672136795436
-10C,946.0,0.25334752896054696
-10C,946.5,0.25337833655313957
-10C,947.0,0.2534091441457322
-10C,947.5,0.2534399517383248
-10C,948.0,0.2534707593309174
-10C,948.5,0.25350156692351
-10C,949.0,0.2535323745161026
-10C,949.5,0.2535631821086952
-10C,950.0,0.2535939441457323
-10C,950.5,0.25362470618276933
-10C,951.0,0.2536554682198064
-10C,951.5,0.25368623025684345
-10C,952.0,0.2537169922938805
-10C,952.5,0.25374775433091756
-10C,953.0,0.2537785163679546
-10C,953.5,0.2538092784049917
-10C,954.0,0.25384004044202874
-10C,954.5,0.2538708024790658
-10C,955.0,0.25390156451610285
-10C,955.5,0.2539323265531399
-10C,956.0,0.2539630739605473
-10C,956.5,0.2539938213679547
-10C,957.0,0.25402456877536206
-10C,957.5,0.25405531618276944
-10C,958.0,0.2540860635901768
-10C,958.5,0.2541168109975842
-10C,959.0,0.2541475584049916
-10C,959.5,0.254178305812399
-10C,960.0,0.25420905321980636
-10C,960.5,0.25423980062721374
-10C,961.0,0.2542705480346211
-10C,961.5,0.2543012954420285
-10C,962.0,0.25433194859017666
-10C,962.5,0.2543626017383248
-10C,963.0,0.25439325488647296
-10C,963.5,0.2544239080346211
-10C,964.0,0.25445456118276927
-10C,964.5,0.2544852143309174
-10C,965.0,0.25451586747906557
-10C,965.5,0.2545465206272137
-10C,966.0,0.2545771737753619
-10C,966.5,0.25460782692351003
-10C,967.0,0.2546384800716582
-10C,967.5,0.25466913321980633
-10C,968.0,0.2547000084049915
-10C,968.5,0.2547308835901767
-10C,969.0,0.2547617587753619
-10C,969.5,0.2547926339605471
-10C,970.0,0.25482350914573226
-10C,970.5,0.25485438433091745
-10C,971.0,0.25488525951610264
-10C,971.5,0.2549161347012878
-10C,972.0,0.25494675266425076
-10C,972.5,0.2549773706272137
-10C,973.0,0.25500798859017665
-10C,973.5,0.2550386065531396
-10C,974.0,0.25506922451610253
-10C,974.5,0.2550998424790655
-10C,975.0,0.2551304604420284
-10C,975.5,0.25516107840499136
-10C,976.0,0.2551916963679543
-10C,976.5,0.25522231433091724
-10C,977.0,0.2552529322938802
-10C,977.5,0.25528355025684313
-10C,978.0,0.25531424525684315
-10C,978.5,0.2553449402568432
-10C,979.0,0.2553756352568432
-10C,979.5,0.25540633025684323
-10C,980.0,0.25543702525684325
-10C,980.5,0.2554677202568433
-10C,981.0,0.2554984152568433
-10C,981.5,0.25552911025684333
-10C,982.0,0.25555980525684335
-10C,982.5,0.2555905002568434
-10C,983.0,0.2556211952568434
-10C,983.5,0.25565189025684343
-10C,984.0,0.255682620812399
-10C,984.5,0.2557133513679546
-10C,985.0,0.25574408192351017
-10C,985.5,0.25577481247906575
-10C,986.0,0.25580554303462133
-10C,986.5,0.2558362735901769
-10C,987.0,0.2558670041457325
-10C,987.5,0.25589773470128807
-10C,988.0,0.25592846525684365
-10C,988.5,0.25595919581239923
-10C,989.0,0.2559899263679548
-10C,989.5,0.2560206569235104
-10C,990.0,0.25605123747906594
-10C,990.5,0.2560818180346215
-10C,991.0,0.25611239859017704
-10C,991.5,0.2561429791457326
-10C,992.0,0.25617355970128813
-10C,992.5,0.2562041402568437
-10C,993.0,0.25623472081239923
-10C,993.5,0.2562653013679548
-10C,994.0,0.2562958819235103
-10C,994.5,0.2563264624790659
-10C,995.0,0.2563570430346214
-10C,995.5,0.25638762359017697
-10C,996.0,0.25641831914573254
-10C,996.5,0.2564490147012881
-10C,997.0,0.2564797102568437
-10C,997.5,0.25651040581239926
-10C,998.0,0.2565411013679548
-10C,998.5,0.2565717969235104
-10C,999.0,0.25660249247906597
-10C,999.5,0.25663318803462154
-10C,1000.0,0.2566638835901771
-10C,1000.5,0.2566945791457327
-10C,1001.0,0.25672527470128825
-10C,1001.5,0.2567559702568438
-10C,1002.0,0.25678662766425125
-10C,1002.5,0.2568172850716587
-10C,1003.0,0.2568479424790661
-10C,1003.5,0.25687859988647355
-10C,1004.0,0.256909257293881
-10C,1004.5,0.2569399147012884
-10C,1005.0,0.25697057210869584
-10C,1005.5,0.25700122951610327
-10C,1006.0,0.2570318869235107
-10C,1006.5,0.25706254433091813
-10C,1007.0,0.25709320173832556
-10C,1007.5,0.257123859145733
-10C,1008.0,0.25715447581239964
-10C,1008.5,0.2571850924790663
-10C,1009.0,0.25721570914573294
-10C,1009.5,0.2572463258123996
-10C,1010.0,0.25727694247906624
-10C,1010.5,0.2573075591457329
-10C,1011.0,0.25733817581239954
-10C,1011.5,0.2573687924790662
-10C,1012.0,0.25739940914573284
-10C,1012.5,0.2574300258123995
-10C,1013.0,0.25746064247906614
-10C,1013.5,0.2574912591457328
-10C,1014.0,0.2575218578494365
-10C,1014.5,0.2575524565531402
-10C,1015.0,0.2575830552568439
-10C,1015.5,0.2576136539605476
-10C,1016.0,0.2576442526642513
-10C,1016.5,0.257674851367955
-10C,1017.0,0.2577054500716587
-10C,1017.5,0.2577360487753624
-10C,1018.0,0.2577666474790661
-10C,1018.5,0.2577972461827698
-10C,1019.0,0.2578278448864735
-10C,1019.5,0.2578584435901772
-10C,1020.0,0.25788896803462164
-10C,1020.5,0.2579194924790661
-10C,1021.0,0.25795001692351055
-10C,1021.5,0.257980541367955
-10C,1022.0,0.25801106581239946
-10C,1022.5,0.2580415902568439
-10C,1023.0,0.2580721147012884
-10C,1023.5,0.25810263914573284
-10C,1024.0,0.2581331635901773
-10C,1024.5,0.25816368803462175
-10C,1025.0,0.2581942124790662
-10C,1025.5,0.25822473692351067
-10C,1026.0,0.2582553626642514
-10C,1026.5,0.2582859884049922
-10C,1027.0,0.2583166141457329
-10C,1027.5,0.2583472398864737
-10C,1028.0,0.25837786562721443
-10C,1028.5,0.2584084913679552
-10C,1029.0,0.25843911710869594
-10C,1029.5,0.2584697428494367
-10C,1030.0,0.25850036859017744
-10C,1030.5,0.2585309943309182
-10C,1031.0,0.25856162007165895
-10C,1031.5,0.2585922458123997
-10C,1032.0,0.25862272933091823
-10C,1032.5,0.25865321284943676
-10C,1033.0,0.2586836963679553
-10C,1033.5,0.2587141798864738
-10C,1034.0,0.25874466340499236
-10C,1034.5,0.2587751469235109
-10C,1035.0,0.2588056304420294
-10C,1035.5,0.25883611396054795
-10C,1036.0,0.2588665974790665
-10C,1036.5,0.258897080997585
-10C,1037.0,0.25892756451610355
-10C,1037.5,0.2589580480346221
-10C,1038.0,0.2589884202568443
-10C,1038.5,0.25901879247906656
-10C,1039.0,0.2590491647012888
-10C,1039.5,0.25907953692351104
-10C,1040.0,0.2591099091457333
-10C,1040.5,0.2591402813679555
-10C,1041.0,0.25917065359017777
-10C,1041.5,0.2592010258124
-10C,1042.0,0.25923139803462225
-10C,1042.5,0.2592617702568445
-10C,1043.0,0.25929214247906673
-10C,1043.5,0.259322514701289
-10C,1044.0,0.2593528395161038
-10C,1044.5,0.25938316433091857
-10C,1045.0,0.25941348914573337
-10C,1045.5,0.25944381396054816
-10C,1046.0,0.25947413877536296
-10C,1046.5,0.25950446359017776
-10C,1047.0,0.25953478840499256
-10C,1047.5,0.25956511321980735
-10C,1048.0,0.25959543803462215
-10C,1048.5,0.25962576284943695
-10C,1049.0,0.25965608766425174
-10C,1049.5,0.25968641247906654
-10C,1050.0,0.25971691840499245
-10C,1050.5,0.25974742433091835
-10C,1051.0,0.25977793025684426
-10C,1051.5,0.25980843618277016
-10C,1052.0,0.25983894210869607
-10C,1052.5,0.259869448034622
-10C,1053.0,0.2598999539605479
-10C,1053.5,0.2599304598864738
-10C,1054.0,0.2599609658123997
-10C,1054.5,0.2599914717383256
-10C,1055.0,0.2600219776642515
-10C,1055.5,0.2600524835901774
-10C,1056.0,0.2600829124790663
-10C,1056.5,0.26011334136795516
-10C,1057.0,0.26014377025684404
-10C,1057.5,0.2601741991457329
-10C,1058.0,0.2602046280346218
-10C,1058.5,0.2602350569235107
-10C,1059.0,0.26026548581239956
-10C,1059.5,0.26029591470128843
-10C,1060.0,0.2603263435901773
-10C,1060.5,0.2603567724790662
-10C,1061.0,0.26038720136795507
-10C,1061.5,0.26041763025684395
-10C,1062.0,0.2604480419235106
-10C,1062.5,0.2604784535901773
-10C,1063.0,0.26050886525684397
-10C,1063.5,0.26053927692351064
-10C,1064.0,0.2605696885901773
-10C,1064.5,0.260600100256844
-10C,1065.0,0.26063051192351067
-10C,1065.5,0.26066092359017734
-10C,1066.0,0.260691335256844
-10C,1066.5,0.2607217469235107
-10C,1067.0,0.26075215859017736
-10C,1067.5,0.26078257025684404
-10C,1068.0,0.2608130406272144
-10C,1068.5,0.26084351099758474
-10C,1069.0,0.2608739813679551
-10C,1069.5,0.26090445173832544
-10C,1070.0,0.2609349221086958
-10C,1070.5,0.26096539247906614
-10C,1071.0,0.2609958628494365
-10C,1071.5,0.26102633321980684
-10C,1072.0,0.2610568035901772
-10C,1072.5,0.26108727396054754
-10C,1073.0,0.2611177443309179
-10C,1073.5,0.26114821470128824
-10C,1074.0,0.2611785421086956
-10C,1074.5,0.261208869516103
-10C,1075.0,0.2612391969235104
-10C,1075.5,0.26126952433091777
-10C,1076.0,0.26129985173832515
-10C,1076.5,0.26133017914573253
-10C,1077.0,0.2613605065531399
-10C,1077.5,0.2613908339605473
-10C,1078.0,0.2614211613679547
-10C,1078.5,0.26145148877536206
-10C,1079.0,0.26148181618276944
-10C,1079.5,0.2615121435901768
-10C,1080.0,0.26154237933091756
-10C,1080.5,0.2615726150716583
-10C,1081.0,0.26160285081239903
-10C,1081.5,0.26163308655313977
-10C,1082.0,0.2616633222938805
-10C,1082.5,0.26169355803462124
-10C,1083.0,0.261723793775362
-10C,1083.5,0.2617540295161027
-10C,1084.0,0.26178426525684345
-10C,1084.5,0.2618145009975842
-10C,1085.0,0.2618447367383249
-10C,1085.5,0.26187497247906566
-10C,1086.0,0.2619052082198064
-10C,1086.5,0.26193544396054713
-10C,1087.0,0.26196567970128787
-10C,1087.5,0.2619959154420286
-10C,1088.0,0.26202618007165823
-10C,1088.5,0.26205644470128786
-10C,1089.0,0.2620867093309175
-10C,1089.5,0.2621169739605471
-10C,1090.0,0.26214723859017675
-10C,1090.5,0.2621775032198064
-10C,1091.0,0.262207767849436
-10C,1091.5,0.26223803247906563
-10C,1092.0,0.26226829710869526
-10C,1092.5,0.2622985617383249
-10C,1093.0,0.2623288263679545
-10C,1093.5,0.26235909099758414
-10C,1094.0,0.26238931470128785
-10C,1094.5,0.26241953840499155
-10C,1095.0,0.26244976210869525
-10C,1095.5,0.26247998581239895
-10C,1096.0,0.26251020951610265
-10C,1096.5,0.26254043321980636
-10C,1097.0,0.26257065692351006
-10C,1097.5,0.26260088062721376
-10C,1098.0,0.26263110433091746
-10C,1098.5,0.26266132803462117
-10C,1099.0,0.26269155173832487
-10C,1099.5,0.26272177544202857
-10C,1100.0,0.26275193359017673
-10C,1100.5,0.2627820917383249
-10C,1101.0,0.26281224988647306
-10C,1101.5,0.2628424080346212
-10C,1102.0,0.2628725661827694
-10C,1102.5,0.26290272433091755
-10C,1103.0,0.2629328824790657
-10C,1103.5,0.2629630406272139
-10C,1104.0,0.26299319877536204
-10C,1104.5,0.2630233569235102
-10C,1105.0,0.26305351507165836
-10C,1105.5,0.2630836732198065
-10C,1106.0,0.26311399451610284
-10C,1106.5,0.26314431581239917
-10C,1107.0,0.2631746371086955
-10C,1107.5,0.2632049584049918
-10C,1108.0,0.2632352797012881
-10C,1108.5,0.26326560099758445
-10C,1109.0,0.26329592229388077
-10C,1109.5,0.2633262435901771
-10C,1110.0,0.2633565648864734
-10C,1110.5,0.26338688618276973
-10C,1111.0,0.26341720747906605
-10C,1111.5,0.26344752877536237
-10C,1112.0,0.2634778137753624
-10C,1112.5,0.2635080987753624
-10C,1113.0,0.26353838377536243
-10C,1113.5,0.26356866877536245
-10C,1114.0,0.26359895377536247
-10C,1114.5,0.2636292387753625
-10C,1115.0,0.2636595237753625
-10C,1115.5,0.2636898087753625
-10C,1116.0,0.26372009377536254
-10C,1116.5,0.26375037877536256
-10C,1117.0,0.2637806637753626
-10C,1117.5,0.2638109487753626
-10C,1118.0,0.26384107933091816
-10C,1118.5,0.2638712098864737
-10C,1119.0,0.2639013404420293
-10C,1119.5,0.26393147099758485
-10C,1120.0,0.2639616015531404
-10C,1120.5,0.263991732108696
-10C,1121.0,0.26402186266425154
-10C,1121.5,0.2640519932198071
-10C,1122.0,0.26408212377536266
-10C,1122.5,0.26411225433091823
-10C,1123.0,0.2641423848864738
-10C,1123.5,0.26417251544202935
-10C,1124.0,0.2642029011827701
-10C,1124.5,0.2642332869235109
-10C,1125.0,0.26426367266425166
-10C,1125.5,0.2642940584049924
-10C,1126.0,0.2643244441457332
-10C,1126.5,0.26435482988647396
-10C,1127.0,0.26438521562721473
-10C,1127.5,0.2644156013679555
-10C,1128.0,0.26444598710869627
-10C,1128.5,0.26447637284943704
-10C,1129.0,0.2645067585901778
-10C,1129.5,0.26453714433091857
-10C,1130.0,0.2645677228494371
-10C,1130.5,0.2645983013679556
-10C,1131.0,0.2646288798864741
-10C,1131.5,0.2646594584049926
-10C,1132.0,0.2646900369235111
-10C,1132.5,0.2647206154420296
-10C,1133.0,0.26475119396054814
-10C,1133.5,0.26478177247906665
-10C,1134.0,0.26481235099758516
-10C,1134.5,0.26484292951610366
-10C,1135.0,0.2648735080346222
-10C,1135.5,0.2649040865531407
-10C,1136.0,0.26493458488647403
-10C,1136.5,0.2649650832198074
-10C,1137.0,0.26499558155314074
-10C,1137.5,0.2650260798864741
-10C,1138.0,0.26505657821980744
-10C,1138.5,0.2650870765531408
-10C,1139.0,0.26511757488647414
-10C,1139.5,0.2651480732198075
-10C,1140.0,0.26517857155314084
-10C,1140.5,0.2652090698864742
-10C,1141.0,0.26523956821980754
-10C,1141.5,0.2652700665531409
-10C,1142.0,0.26530056488647424
-10C,1142.5,0.2653310632198076
-10C,1143.0,0.26536156155314095
-10C,1143.5,0.2653920598864743
-10C,1144.0,0.26542254210869654
-10C,1144.5,0.2654530243309188
-10C,1145.0,0.265483506553141
-10C,1145.5,0.26551398877536325
-10C,1146.0,0.2655444709975855
-10C,1146.5,0.26557495321980773
-10C,1147.0,0.26560543544202997
-10C,1147.5,0.2656359176642522
-10C,1148.0,0.26566639988647445
-10C,1148.5,0.2656968821086967
-10C,1149.0,0.2657273643309189
-10C,1149.5,0.26575784655314116
-10C,1150.0,0.26578818877536337
-10C,1150.5,0.26581853099758557
-10C,1151.0,0.26584887321980777
-10C,1151.5,0.26587921544202997
-10C,1152.0,0.26590955766425217
-10C,1152.5,0.2659398998864744
-10C,1153.0,0.2659702421086966
-10C,1153.5,0.2660005843309188
-10C,1154.0,0.266030926553141
-10C,1154.5,0.2660612687753632
-10C,1155.0,0.2660916109975854
-10C,1155.5,0.2661219532198076
-10C,1156.0,0.26615255581240016
-10C,1156.5,0.26618315840499274
-10C,1157.0,0.2662137609975853
-10C,1157.5,0.2662443635901779
-10C,1158.0,0.26627496618277047
-10C,1158.5,0.26630556877536304
-10C,1159.0,0.2663361713679556
-10C,1159.5,0.2663667739605482
-10C,1160.0,0.2663973765531408
-10C,1160.5,0.26642797914573335
-10C,1161.0,0.26645858173832593
-10C,1161.5,0.2664891843309185
-10C,1162.0,0.266519632849437
-10C,1162.5,0.26655008136795555
-10C,1163.0,0.26658052988647407
-10C,1163.5,0.2666109784049926
-10C,1164.0,0.2666414269235111
-10C,1164.5,0.26667187544202964
-10C,1165.0,0.26670232396054816
-10C,1165.5,0.2667327724790667
-10C,1166.0,0.2667632209975852
-10C,1166.5,0.2667936695161037
-10C,1167.0,0.26682411803462225
-10C,1167.5,0.26685456655314077
-10C,1168.0,0.26688505340499263
-10C,1168.5,0.2669155402568445
-10C,1169.0,0.26694602710869636
-10C,1169.5,0.2669765139605482
-10C,1170.0,0.2670070008124001
-10C,1170.5,0.26703748766425195
-10C,1171.0,0.2670679745161038
-10C,1171.5,0.2670984613679557
-10C,1172.0,0.26712894821980754
-10C,1172.5,0.2671594350716594
-10C,1173.0,0.26718992192351126
-10C,1173.5,0.2672204087753631
-10C,1174.0,0.267250895627215
-10C,1174.5,0.26728138247906685
-10C,1175.0,0.2673118693309187
-10C,1175.5,0.2673423561827706
-10C,1176.0,0.2673727061827706
-10C,1176.5,0.2674030561827706
-10C,1177.0,0.2674334061827706
-10C,1177.5,0.26746375618277063
-10C,1178.0,0.26749410618277064
-10C,1178.5,0.26752445618277065
-10C,1179.0,0.26755480618277067
-10C,1179.5,0.2675851561827707
-10C,1180.0,0.2676155061827707
-10C,1180.5,0.2676458561827707
-10C,1181.0,0.2676762061827707
-10C,1181.5,0.2677065561827707
-10C,1182.0,0.2677370287753633
-10C,1182.5,0.2677675013679559
-10C,1183.0,0.2677979739605485
-10C,1183.5,0.2678284465531411
-10C,1184.0,0.2678589191457337
-10C,1184.5,0.26788939173832627
-10C,1185.0,0.26791986433091886
-10C,1185.5,0.26795033692351145
-10C,1186.0,0.26798080951610403
-10C,1186.5,0.2680112821086966
-10C,1187.0,0.2680417547012892
-10C,1187.5,0.2680722272938818
-10C,1188.0,0.2681027922938818
-10C,1188.5,0.26813335729388177
-10C,1189.0,0.26816392229388175
-10C,1189.5,0.26819448729388173
-10C,1190.0,0.2682250522938817
-10C,1190.5,0.2682556172938817
-10C,1191.0,0.2682861822938817
-10C,1191.5,0.26831674729388166
-10C,1192.0,0.26834731229388165
-10C,1192.5,0.26837787729388163
-10C,1193.0,0.2684084422938816
-10C,1193.5,0.2684390072938816
-10C,1194.0,0.2684693585901779
-10C,1194.5,0.2684997098864742
-10C,1195.0,0.2685300611827705
-10C,1195.5,0.2685604124790668
-10C,1196.0,0.2685907637753631
-10C,1196.5,0.2686211150716594
-10C,1197.0,0.2686514663679557
-10C,1197.5,0.26868181766425203
-10C,1198.0,0.26871216896054834
-10C,1198.5,0.26874252025684464
-10C,1199.0,0.26877287155314095
-10C,1199.5,0.26880322284943725
-10C,1200.0,0.2688335676642521
-10C,1200.5,0.26886391247906694
-10C,1201.0,0.2688942572938818
-10C,1201.5,0.2689246021086966
-10C,1202.0,0.26895494692351146
-10C,1202.5,0.2689852917383263
-10C,1203.0,0.26901563655314115
-10C,1203.5,0.269045981367956
-10C,1204.0,0.26907632618277083
-10C,1204.5,0.2691066709975857
-10C,1205.0,0.2691370158124005
-10C,1205.5,0.26916736062721536
-10C,1206.0,0.2691977054420302
-10C,1206.5,0.26922805025684504
-10C,1207.0,0.2692583950716599
-10C,1207.5,0.2692887398864747
-10C,1208.0,0.26931912173832656
-10C,1208.5,0.2693495035901784
-10C,1209.0,0.26937988544203023
-10C,1209.5,0.26941026729388207
-10C,1210.0,0.2694406491457339
-10C,1210.5,0.26947103099758574
-10C,1211.0,0.26950141284943757
-10C,1211.5,0.2695317947012894
-10C,1212.0,0.26956217655314124
-10C,1212.5,0.2695925584049931
-10C,1213.0,0.2696229402568449
-10C,1213.5,0.26965332210869675
-10C,1214.0,0.2696837400716597
-10C,1214.5,0.2697141580346226
-10C,1215.0,0.26974457599758556
-10C,1215.5,0.2697749939605485
-10C,1216.0,0.26980541192351143
-10C,1216.5,0.26983582988647437
-10C,1217.0,0.2698662478494373
-10C,1217.5,0.26989666581240024
-10C,1218.0,0.2699270837753632
-10C,1218.5,0.2699575017383261
-10C,1219.0,0.26998791970128905
-10C,1219.5,0.270018337664252
-10C,1220.0,0.2700487458124001
-10C,1220.5,0.27007915396054827
-10C,1221.0,0.2701095621086964
-10C,1221.5,0.27013997025684455
-10C,1222.0,0.2701703784049927
-10C,1222.5,0.27020078655314084
-10C,1223.0,0.270231194701289
-10C,1223.5,0.2702616028494371
-10C,1224.0,0.27029201099758526
-10C,1224.5,0.2703224191457334
-10C,1225.0,0.27035282729388155
-10C,1225.5,0.2703832354420297
-10C,1226.0,0.2704136719235112
-10C,1226.5,0.27044410840499267
-10C,1227.0,0.27047454488647416
-10C,1227.5,0.27050498136795564
-10C,1228.0,0.27053541784943713
-10C,1228.5,0.2705658543309186
-10C,1229.0,0.2705962908124001
-10C,1229.5,0.2706267272938816
-10C,1230.0,0.2706571637753631
-10C,1230.5,0.2706876002568446
-10C,1231.0,0.27071803673832606
-10C,1231.5,0.27074847321980755
-10C,1232.0,0.27077890970128904
-10C,1232.5,0.2708093461827705
-10C,1233.0,0.270839782664252
-10C,1233.5,0.2708702191457335
-10C,1234.0,0.2709004400716594
-10C,1234.5,0.27093066099758534
-10C,1235.0,0.27096088192351125
-10C,1235.5,0.27099110284943717
-10C,1236.0,0.2710213237753631
-10C,1236.5,0.271051544701289
-10C,1237.0,0.2710817656272149
-10C,1237.5,0.27111198655314084
-10C,1238.0,0.27114220747906675
-10C,1238.5,0.27117242840499267
-10C,1239.0,0.2712026493309186
-10C,1239.5,0.2712328702568445
-10C,1240.0,0.271263248775363
-10C,1240.5,0.2712936272938815
-10C,1241.0,0.2713240058124
-10C,1241.5,0.2713543843309185
-10C,1242.0,0.271384762849437
-10C,1242.5,0.2714151413679555
-10C,1243.0,0.27144551988647403
-10C,1243.5,0.27147589840499253
-10C,1244.0,0.27150627692351104
-10C,1244.5,0.27153665544202954
-10C,1245.0,0.27156703396054804
-10C,1245.5,0.27159741247906655
-10C,1246.0,0.27162775655314064
-10C,1246.5,0.27165810062721474
-10C,1247.0,0.27168844470128883
-10C,1247.5,0.27171878877536293
-10C,1248.0,0.271749132849437
-10C,1248.5,0.2717794769235111
-10C,1249.0,0.2718098209975852
-10C,1249.5,0.2718401650716593
-10C,1250.0,0.2718705091457334
-10C,1250.5,0.2719008532198075
-10C,1251.0,0.2719311972938816
-10C,1251.5,0.2719615413679557
-10C,1252.0,0.2719918854420298
-10C,1252.5,0.2720222295161039
-10C,1253.0,0.272052573590178
-10C,1253.5,0.2720829176642521
-10C,1254.0,0.2721130778494373
-10C,1254.5,0.2721432380346225
-10C,1255.0,0.2721733982198077
-10C,1255.5,0.2722035584049929
-10C,1256.0,0.2722337185901781
-10C,1256.5,0.2722638787753633
-10C,1257.0,0.2722940389605485
-10C,1257.5,0.2723241991457337
-10C,1258.0,0.2723543593309189
-10C,1258.5,0.2723845195161041
-10C,1259.0,0.2724146797012893
-10C,1259.5,0.2724448398864745
-10C,1260.0,0.27247504951610413
-10C,1260.5,0.27250525914573376
-10C,1261.0,0.2725354687753634
-10C,1261.5,0.272565678404993
-10C,1262.0,0.27259588803462265
-10C,1262.5,0.2726260976642523
-10C,1263.0,0.2726563072938819
-10C,1263.5,0.27268651692351153
-10C,1264.0,0.27271672655314116
-10C,1264.5,0.2727469361827708
-10C,1265.0,0.2727771458124004
-10C,1265.5,0.27280735544203005
-10C,1266.0,0.2728376956272152
-10C,1266.5,0.2728680358124004
-10C,1267.0,0.27289837599758554
-10C,1267.5,0.2729287161827707
-10C,1268.0,0.27295905636795587
-10C,1268.5,0.27298939655314103
-10C,1269.0,0.2730197367383262
-10C,1269.5,0.27305007692351135
-10C,1270.0,0.2730804171086965
-10C,1270.5,0.2731107572938817
-10C,1271.0,0.27314109747906684
-10C,1271.5,0.273171437664252
-10C,1272.0,0.27320177784943717
-10C,1272.5,0.27323211803462233
-10C,1273.0,0.2732624582198075
-10C,1273.5,0.27329279840499265
-10C,1274.0,0.2733230834049927
-10C,1274.5,0.2733533684049927
-10C,1275.0,0.2733836534049927
-10C,1275.5,0.27341393840499273
-10C,1276.0,0.27344422340499275
-10C,1276.5,0.27347450840499277
-10C,1277.0,0.2735047934049928
-10C,1277.5,0.2735350784049928
-10C,1278.0,0.2735653634049928
-10C,1278.5,0.27359564840499284
-10C,1279.0,0.27362593340499286
-10C,1279.5,0.2736562184049929
-10C,1280.0,0.27368645507165956
-10C,1280.5,0.27371669173832625
-10C,1281.0,0.27374692840499293
-10C,1281.5,0.2737771650716596
-10C,1282.0,0.2738074017383263
-10C,1282.5,0.273837638404993
-10C,1283.0,0.27386787507165966
-10C,1283.5,0.27389811173832634
-10C,1284.0,0.273928348404993
-10C,1284.5,0.2739585850716597
-10C,1285.0,0.2739888217383264
-10C,1285.5,0.2740190584049931
-10C,1286.0,0.27404929507165976
-10C,1286.5,0.27407953173832644
-10C,1287.0,0.2741097684049931
-10C,1287.5,0.2741400050716598
-10C,1288.0,0.2741701806272154
-10C,1288.5,0.27420035618277094
-10C,1289.0,0.2742305317383265
-10C,1289.5,0.2742607072938821
-10C,1290.0,0.27429088284943764
-10C,1290.5,0.2743210584049932
-10C,1291.0,0.2743512339605488
-10C,1291.5,0.27438140951610435
-10C,1292.0,0.2744115850716599
-10C,1292.5,0.2744417606272155
-10C,1293.0,0.27447193618277105
-10C,1293.5,0.2745021117383266
-10C,1294.0,0.27453231896054886
-10C,1294.5,0.2745625261827711
-10C,1295.0,0.27459273340499335
-10C,1295.5,0.2746229406272156
-10C,1296.0,0.27465314784943784
-10C,1296.5,0.2746833550716601
-10C,1297.0,0.27471356229388233
-10C,1297.5,0.2747437695161046
-10C,1298.0,0.2747739767383268
-10C,1298.5,0.27480418396054906
-10C,1299.0,0.2748343911827713
-10C,1299.5,0.27486459840499355
-10C,1300.0,0.2748946822938824
-10C,1300.5,0.2749247661827713
-10C,1301.0,0.27495485007166015
-10C,1301.5,0.274984933960549
-10C,1302.0,0.2750150178494379
-10C,1302.5,0.27504510173832675
-10C,1303.0,0.2750751856272156
-10C,1303.5,0.2751052695161045
-10C,1304.0,0.27513535340499334
-10C,1304.5,0.2751654372938822
-10C,1305.0,0.2751955211827711
-10C,1305.5,0.27522560507165994
-10C,1306.0,0.2752556889605488
-10C,1306.5,0.27528577284943767
-10C,1307.0,0.27531585673832654
-10C,1307.5,0.2753459406272154
-10C,1308.0,0.27537611414573393
-10C,1308.5,0.27540628766425246
-10C,1309.0,0.275436461182771
-10C,1309.5,0.2754666347012895
-10C,1310.0,0.27549680821980804
-10C,1310.5,0.27552698173832657
-10C,1311.0,0.2755571552568451
-10C,1311.5,0.2755873287753636
-10C,1312.0,0.27561750229388216
-10C,1312.5,0.2756476758124007
-10C,1313.0,0.2756778493309192
-10C,1313.5,0.27570802284943774
-10C,1314.0,0.27573807877536366
-10C,1314.5,0.2757681347012896
-10C,1315.0,0.2757981906272155
-10C,1315.5,0.2758282465531414
-10C,1316.0,0.27585830247906734
-10C,1316.5,0.27588835840499326
-10C,1317.0,0.2759184143309192
-10C,1317.5,0.2759484702568451
-10C,1318.0,0.275978526182771
-10C,1318.5,0.27600858210869694
-10C,1319.0,0.27603863803462286
-10C,1319.5,0.2760686939605488
-10C,1320.0,0.2760987498864747
-10C,1320.5,0.2761288058124006
-10C,1321.0,0.27615886173832654
-10C,1321.5,0.27618891766425246
-10C,1322.0,0.2762190998864747
-10C,1322.5,0.2762492821086969
-10C,1323.0,0.27627946433091916
-10C,1323.5,0.2763096465531414
